eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
1.0,64,L,"MUSETTI, Lorenzo",ITA,4-6 0-6,US Open Junior Tennis Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"New York, USA",02 Sep - 09 Sep 2018,Singles,Grade A,Entry: WC,Hard,O,100255913,100328022
2.0,Q1,W,"BAYLON, Robert",USA,6-1 7-6(7),International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100258418,100328022
2.0,Q2,W,"RAJESH, Neel",USA,6-1 6-1,International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100277241,100328022
2.0,Q3,W,"WHITAKER, Spencer",USA,6-4 6-4,International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100297442,100328022
2.0,64,W,"DI GIULIO, Austin",USA,7-5 6-1,International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100256818,100328022
2.0,32,W,"HILDERBRAND, Trey",USA,7-6(3) 6-2,International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100266403,100328022
2.0,16,W,"JACHUCK, Ronan",USA,6-3 6-2,International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100291606,100328022
2.0,QF,W,"NANDA, Govind",USA,6-3 7-5,International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100281618,100328022
2.0,SF,L,"NAKASHIMA, Brandon",USA,2-6 3-6,International Spring Championships,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100281928,100328022
3.0,64,W,"CROYDER, Blake",USA,6-3 7-6(7),Easter Bowl Championships (Closed),"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Palm Springs, USA",26 Mar - 01 Apr 2018,Singles,Grade B1,Entry: WC,Hard,O,100265937,100328022
3.0,32,L,"KINGSLEY, Cannon",USA,6-4 5-7 3-6,Easter Bowl Championships (Closed),"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Palm Springs, USA",26 Mar - 01 Apr 2018,Singles,Grade B1,Entry: WC,Hard,O,100295230,100328022
4.0,Q1,L,"GOLLIN, Benjamin",USA,2-6 1-6,Newport Beach Bowl,"DOSTANIC, Stefan",USA,DOSTANIC,Stefan,"Newport Beach, USA",19 Mar - 20 Mar 2016,Singles,Grade 4,Entry: WC,Hard,O,100291600,100328022
1.0,32,W,"BHAGTANI, Vansh",IND,6-0 6-3,Raja Narsimha Rao memorial - ITF Juniors Hyderabad,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Hyderabad, India",27 Aug - 01 Sep 2018,Singles,Grade 4,Entry: DA,Hard,O,100284098,100278651
1.0,16,L,"CHAWLA, Bikramjeet Singh",USA,2-6 6-3 4-6,Raja Narsimha Rao memorial - ITF Juniors Hyderabad,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Hyderabad, India",27 Aug - 01 Sep 2018,Singles,Grade 4,Entry: DA,Hard,O,100283627,100278651
2.0,32,W,"MOSARWA, Tshepo",BOT,6-2 6-2,ITF 18 &amp; U South Central Circuit Leg 3,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Harare, Zimbabwe",13 Aug - 18 Aug 2018,Singles,Grade 3,Entry: DA,Hard,O,100301401,100278651
2.0,16,W,"MORGAN, Charl",RSA,4-6 7-6(3) 6-0,ITF 18 &amp; U South Central Circuit Leg 3,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Harare, Zimbabwe",13 Aug - 18 Aug 2018,Singles,Grade 3,Entry: DA,Hard,O,100247695,100278651
2.0,QF,L,"VANSHELBOIM, Eric",UKR,4-6 2-6,ITF 18 &amp; U South Central Circuit Leg 3,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Harare, Zimbabwe",13 Aug - 18 Aug 2018,Singles,Grade 3,Entry: DA,Hard,O,100209981,100278651
3.0,32,W,"DAVIS, Jamie",RSA,6-2 6-3,ITF 18 &amp; U South Central Circuit Leg 2,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Harare, Zimbabwe",06 Aug - 11 Aug 2018,Singles,Grade 4,Entry: DA,Hard,O,100264866,100278651
3.0,16,W,"COLLINS FLORES, Parker",USA,4-6 6-4 7-6(2),ITF 18 &amp; U South Central Circuit Leg 2,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Harare, Zimbabwe",06 Aug - 11 Aug 2018,Singles,Grade 4,Entry: DA,Hard,O,100335947,100278651
3.0,QF,L,"MALAN, Pierre",RSA,1-6 2-6,ITF 18 &amp; U South Central Circuit Leg 2,"KAMATH, Madhwin",IND,KAMATH,Madhwin,"Harare, Zimbabwe",06 Aug - 11 Aug 2018,Singles,Grade 4,Entry: DA,Hard,O,100247687,100278651
