eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
1.0,32,L,"GILL , Felix",GBR,2-6 7-6(5) 2-6,MTA Cup 2018,"POURROY, Loris",FRA,POURROY,Loris,"Kyiv region, Bucha village, Ukraine",13 Aug - 18 Aug 2018,Singles,Grade 3,Entry: DA,Clay,O,100306827,100286857
2.0,32,L,"CRETU, Cezar",ROU,6-4 4-6 4-6,23rd Tivoli Trophy Timsoara,"POURROY, Loris",FRA,POURROY,Loris,"Timisoara, Romania",10 Jul - 14 Jul 2018,Singles,Grade 3,Entry: DA,Clay,O,100235180,100286857
3.0,64,W,"THIERGARD, Sven",GER,6-1 4-1 RET,HEAD Cup Bruchköbel powered by Steinfeger Immobilien,"POURROY, Loris",FRA,POURROY,Loris,"Bruchköbel, Germany",03 Jul - 08 Jul 2018,Singles,Grade 4,Entry: DA,Clay,O,100254985,100286857
3.0,32,L,"STROEMBERG, Isac",SWE,6-4 1-6 1-4 RET,HEAD Cup Bruchköbel powered by Steinfeger Immobilien,"POURROY, Loris",FRA,POURROY,Loris,"Bruchköbel, Germany",03 Jul - 08 Jul 2018,Singles,Grade 4,Entry: DA,Clay,O,100323590,100286857
4.0,Q1,W,"ZEILER, Christof",AUT,6-2 6-0,39. International Spring Bowl,"POURROY, Loris",FRA,POURROY,Loris,"Mödling, Austria",13 May - 14 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100214652,100286857
4.0,Q2,L,"DIMIC , Matic",SLO,3-6 4-6,39. International Spring Bowl,"POURROY, Loris",FRA,POURROY,Loris,"Mödling, Austria",13 May - 14 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100233538,100286857
5.0,64,W,"HERMAN , Louis",BEL,6-7(3) 6-2 4-0 RET,23eme Open International de Beaulieu-sur-Mer			,"POURROY, Loris",FRA,POURROY,Loris,"Beaulieu Sur Mer, France",23 Apr - 29 Apr 2018,Singles,Grade 1,Entry: WC,Clay,O,100234942,100286857
5.0,32,L,"SOARES KLIER JUNIOR, Gilbert",BRA,2-6 2-6,23eme Open International de Beaulieu-sur-Mer			,"POURROY, Loris",FRA,POURROY,Loris,"Beaulieu Sur Mer, France",23 Apr - 29 Apr 2018,Singles,Grade 1,Entry: WC,Clay,O,100286385,100286857
6.0,32,L,"MORONI, Filippo",ITA,5-7 4-6,ITF Junior Cap d'Ail					,"POURROY, Loris",FRA,POURROY,Loris,"Cap d'Ail, France",09 Apr - 14 Apr 2018,Singles,Grade 2,Entry: WC,Clay,O,100207444,100286857
7.0,Q1,W,"LOPEZ DE AZCONA VALE, Juan",ESP,6-1 6-4,XII ITF Junior GRIP2 Tennis Academy,"POURROY, Loris",FRA,POURROY,Loris,"Benicarlo, Spain",20 Mar - 24 Mar 2018,Singles,Grade 2,Entry: DA,Clay,O,100365934,100286857
7.0,Q2,W,"MARTINETTI, Pietro",ITA,7-6(9) 6-1,XII ITF Junior GRIP2 Tennis Academy,"POURROY, Loris",FRA,POURROY,Loris,"Benicarlo, Spain",20 Mar - 24 Mar 2018,Singles,Grade 2,Entry: DA,Clay,O,100250619,100286857
7.0,Q3,W,"SANCHEZ VINAS, Pol",ESP,6-4 6-2,XII ITF Junior GRIP2 Tennis Academy,"POURROY, Loris",FRA,POURROY,Loris,"Benicarlo, Spain",20 Mar - 24 Mar 2018,Singles,Grade 2,Entry: DA,Clay,O,100264314,100286857
7.0,32,L,"IZQUIERDO LUQUE, Rafael",ESP,4-6 6-7(5),XII ITF Junior GRIP2 Tennis Academy,"POURROY, Loris",FRA,POURROY,Loris,"Benicarlo, Spain",20 Mar - 24 Mar 2018,Singles,Grade 2,Entry: DA,Clay,O,100204918,100286857
8.0,32,L,"HEDLUND, Liam",SWE,6-1 4-6 2-6,ITF Kramfors High Coast Junior World Ranking Tournament 2018,"POURROY, Loris",FRA,POURROY,Loris,"Kramfors, Sweden",05 Mar - 10 Mar 2018,Singles,Grade 4,Entry: DA,Hard,I,100207409,100286857
9.0,Q2,W,"KABIROV, Chingiz",RUS,6-1 6-0,Almetyevsk Cup,"POURROY, Loris",FRA,POURROY,Loris,"Almetievsk, Russia",26 Feb - 03 Mar 2018,Singles,Grade 3,Entry: DA,Hard,I,100272404,100286857
9.0,Q3,W,"RUDIUKOV, Ilya",RUS,6-2 7-5,Almetyevsk Cup,"POURROY, Loris",FRA,POURROY,Loris,"Almetievsk, Russia",26 Feb - 03 Mar 2018,Singles,Grade 3,Entry: DA,Hard,I,100226088,100286857
9.0,32,W,"IBRAGIMOV, Rail",RUS,6-4 7-6(3),Almetyevsk Cup,"POURROY, Loris",FRA,POURROY,Loris,"Almetievsk, Russia",26 Feb - 03 Mar 2018,Singles,Grade 3,Entry: DA,Hard,I,100217455,100286857
9.0,16,W,"PALAN, Dominik",CZE,6-2 6-3,Almetyevsk Cup,"POURROY, Loris",FRA,POURROY,Loris,"Almetievsk, Russia",26 Feb - 03 Mar 2018,Singles,Grade 3,Entry: DA,Hard,I,100204526,100286857
9.0,QF,W,"BOSIO, Gabriele",ITA,7-6(1) 2-6 6-0,Almetyevsk Cup,"POURROY, Loris",FRA,POURROY,Loris,"Almetievsk, Russia",26 Feb - 03 Mar 2018,Singles,Grade 3,Entry: DA,Hard,I,100206630,100286857
9.0,SF,L,"THOMSON, Connor",GBR,4-6 6-7(2),Almetyevsk Cup,"POURROY, Loris",FRA,POURROY,Loris,"Almetievsk, Russia",26 Feb - 03 Mar 2018,Singles,Grade 3,Entry: DA,Hard,I,100259938,100286857
10.0,Q2,W,"KURMAEV, Marsel",RUS,6-1 6-0,Yeltsin Cup,"POURROY, Loris",FRA,POURROY,Loris,"Kazan, Russia",20 Feb - 25 Feb 2018,Singles,Grade 1,Entry: DA,Hard,I,100294902,100286857
10.0,Q3,W,"CUGINI , Andrea",ITA,6-0 7-5,Yeltsin Cup,"POURROY, Loris",FRA,POURROY,Loris,"Kazan, Russia",20 Feb - 25 Feb 2018,Singles,Grade 1,Entry: DA,Hard,I,100233942,100286857
10.0,64,W,"HELLUM LILLEENGEN, Lukas",NOR,6-1 6-0,Yeltsin Cup,"POURROY, Loris",FRA,POURROY,Loris,"Kazan, Russia",20 Feb - 25 Feb 2018,Singles,Grade 1,Entry: DA,Hard,I,100209082,100286857
10.0,32,L,"DANILOV, Savriyan",RUS,3-6 2-6,Yeltsin Cup,"POURROY, Loris",FRA,POURROY,Loris,"Kazan, Russia",20 Feb - 25 Feb 2018,Singles,Grade 1,Entry: DA,Hard,I,100221058,100286857
11.0,32,W,"RAAD, Rikard",SWE,7-6(3) 6-3,Stavanger ITF,"POURROY, Loris",FRA,POURROY,Loris,"Stavanger, Norway",30 Jan - 03 Feb 2018,Singles,Grade 5,Entry: DA,Hard,I,100249365,100286857
11.0,16,W,"BORRESEN, Christopher",NOR,6-1 4-0 RET,Stavanger ITF,"POURROY, Loris",FRA,POURROY,Loris,"Stavanger, Norway",30 Jan - 03 Feb 2018,Singles,Grade 5,Entry: DA,Hard,I,100264746,100286857
11.0,QF,W,"DECKERS, Alec",NED,7-5 7-5,Stavanger ITF,"POURROY, Loris",FRA,POURROY,Loris,"Stavanger, Norway",30 Jan - 03 Feb 2018,Singles,Grade 5,Entry: DA,Hard,I,100204913,100286857
11.0,SF,W,"VASA, Iiro",FIN,6-3 6-2,Stavanger ITF,"POURROY, Loris",FRA,POURROY,Loris,"Stavanger, Norway",30 Jan - 03 Feb 2018,Singles,Grade 5,Entry: DA,Hard,I,100264149,100286857
11.0,FR,W,"ANDERSSON, Oliver",SWE,6-4 6-4,Stavanger ITF,"POURROY, Loris",FRA,POURROY,Loris,"Stavanger, Norway",30 Jan - 03 Feb 2018,Singles,Grade 5,Entry: DA,Hard,I,100248023,100286857
12.0,32,W,"LOOF, Thijmen",NED,6-1 6-3,EuroElite ITF Junior Malmö Open,"POURROY, Loris",FRA,POURROY,Loris,"Malmo, Sweden",08 Jan - 13 Jan 2018,Singles,Grade 4,Entry: DA,Hard,I,100250710,100286857
12.0,16,L,"STROM, Gustaf",SWE,2-6 4-6,EuroElite ITF Junior Malmö Open,"POURROY, Loris",FRA,POURROY,Loris,"Malmo, Sweden",08 Jan - 13 Jan 2018,Singles,Grade 4,Entry: DA,Hard,I,100226260,100286857
13.0,32,L,"WIKLUND, Olof",SWE,6-7(4) 3-6,SALK Open,"POURROY, Loris",FRA,POURROY,Loris,"Stockholm, Sweden",03 Jan - 07 Jan 2018,Singles,Grade 4,Entry: DA,Hard,I,100275977,100286857
15.0,64,L,"ARNALDI, Matteo",ITA,2-6 6-4 4-6,Matan Gafniel Raanana Open,"POURROY, Loris",FRA,POURROY,Loris,"Raanana, Israel",06 Nov - 11 Nov 2017,Singles,Grade 2,Entry: SE,Hard,O,100256114,100286857
16.0,32,W,"BONNET FLORES , Raphael",FRA,7-6(6) 7-6(3),International Junior Saint-Cyprien,"POURROY, Loris",FRA,POURROY,Loris,"Saint Cyprien, France",30 Oct - 05 Nov 2017,Singles,Grade 3,Entry: DA,Hard,I,100245857,100286857
16.0,16,W,"ORTIS, Theo",FRA,6-1 6-3,International Junior Saint-Cyprien,"POURROY, Loris",FRA,POURROY,Loris,"Saint Cyprien, France",30 Oct - 05 Nov 2017,Singles,Grade 3,Entry: DA,Hard,I,100320190,100286857
16.0,QF,L,"ANSELMO, Baptiste",FRA,6-7(2) 4-6,International Junior Saint-Cyprien,"POURROY, Loris",FRA,POURROY,Loris,"Saint Cyprien, France",30 Oct - 05 Nov 2017,Singles,Grade 3,Entry: DA,Hard,I,100245915,100286857
17.0,32,L,"HOUKES, Max",NED,4-6 4-6,Dijon Lac Kir ITF Juniors,"POURROY, Loris",FRA,POURROY,Loris,"Dijon, France",28 Aug - 02 Sep 2017,Singles,Grade 5,Entry: DA,Clay,O,100325711,100286857
18.0,32,W,"THELWALL JONES, Tom",GBR,6-2 6-1,Tournoi International de Clermont-Ferrand,"POURROY, Loris",FRA,POURROY,Loris,"Clermont-Ferrand, France",22 Aug - 27 Aug 2017,Singles,Grade 4,Entry: DA,Clay,O,100224727,100286857
18.0,16,W,"GABBANINI, Theo",FRA,6-3 6-0,Tournoi International de Clermont-Ferrand,"POURROY, Loris",FRA,POURROY,Loris,"Clermont-Ferrand, France",22 Aug - 27 Aug 2017,Singles,Grade 4,Entry: DA,Clay,O,100271104,100286857
18.0,QF,L,"DELAGE , Pierre",FRA,4-6 0-6,Tournoi International de Clermont-Ferrand,"POURROY, Loris",FRA,POURROY,Loris,"Clermont-Ferrand, France",22 Aug - 27 Aug 2017,Singles,Grade 4,Entry: DA,Clay,O,100245781,100286857
19.0,32,W,"STOEGER, Moritz",GER,6-3 7-6(6),NRW Junior Open 2017,"POURROY, Loris",FRA,POURROY,Loris,"Moenchengladbach, Germany",19 Jul - 23 Jul 2017,Singles,Grade 4,Entry: DA,Clay,O,100248643,100286857
19.0,16,L,"PRESUHN, Bastien",GER,2-6 2-6,NRW Junior Open 2017,"POURROY, Loris",FRA,POURROY,Loris,"Moenchengladbach, Germany",19 Jul - 23 Jul 2017,Singles,Grade 4,Entry: DA,Clay,O,100206003,100286857
20.0,32,L,"STROM, Gustaf",SWE,7-6(5) 2-6 2-6,Justine Henin Juniors Cup 2017	,"POURROY, Loris",FRA,POURROY,Loris,"Limelette, Belgium",10 Jul - 15 Jul 2017,Singles,Grade 4,Entry: DA,Clay,O,100226260,100286857
21.0,64,W,"ABARZUA, Garizon",CHI,6-3 6-1,HEAD Cup Bruchköbel powered by Steinfeger Immobilien,"POURROY, Loris",FRA,POURROY,Loris,"Bruchköbel, Germany",04 Jul - 09 Jul 2017,Singles,Grade 4,Entry: DA,Clay,O,100336892,100286857
