eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
1.0,64,W,"SINGH, Vikash",IND,7-6(5) 6-2,International Spring Championships,"SHI, Brian",USA,SHI,Brian,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100278792,100256058
1.0,32,W,"MCDANIEL, Marcus",USA,6-0 6-4,International Spring Championships,"SHI, Brian",USA,SHI,Brian,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100328632,100256058
1.0,16,L,"BOYER, Tristan",USA,6-7(5) 6-4 4-6,International Spring Championships,"SHI, Brian",USA,SHI,Brian,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100233989,100256058
2.0,64,W,"CHE, Matthew",USA,6-2 6-1,Easter Bowl Championships (Closed),"SHI, Brian",USA,SHI,Brian,"Palm Springs, USA",26 Mar - 01 Apr 2018,Singles,Grade B1,Entry: DA,Hard,O,100292065,100256058
2.0,32,W,"JACHUCK, Ronan",USA,6-2 7-6(4),Easter Bowl Championships (Closed),"SHI, Brian",USA,SHI,Brian,"Palm Springs, USA",26 Mar - 01 Apr 2018,Singles,Grade B1,Entry: DA,Hard,O,100291606,100256058
2.0,16,L,"BOYER, Tristan",USA,0-6 6-4 3-6,Easter Bowl Championships (Closed),"SHI, Brian",USA,SHI,Brian,"Palm Springs, USA",26 Mar - 01 Apr 2018,Singles,Grade B1,Entry: DA,Hard,O,100233989,100256058
3.0,64,W,"DE SANTIS CARVALHO, Rodrigo",BRA,2-6 6-3 7-6(2),Campeonato Internacional Juvenil de Tenis de Porto Alegre			,"SHI, Brian",USA,SHI,Brian,"Porto Alegre, Brazil",26 Feb - 04 Mar 2018,Singles,Grade A,Entry: DA,Clay,O,100297717,100256058
3.0,32,L,"BAEZ, Sebastian",ARG,6-2 2-6 2-6,Campeonato Internacional Juvenil de Tenis de Porto Alegre			,"SHI, Brian",USA,SHI,Brian,"Porto Alegre, Brazil",26 Feb - 04 Mar 2018,Singles,Grade A,Entry: DA,Clay,O,100282506,100256058
4.0,64,L,"WESTSTRATE, Lodewijk",NED,4-6 3-6,Banana Bowl,"SHI, Brian",USA,SHI,Brian,"Criciúma, Brazil",19 Feb - 24 Feb 2018,Singles,Grade 1,Entry: DA,Clay,O,100238092,100256058
5.0,Q1,L,"SQUIRE, Henri",GER,3-6 3-6,Australian Open Junior Championships,"SHI, Brian",USA,SHI,Brian,"Melbourne, Australia",17 Jan - 18 Jan 2018,Singles,Grade A,Entry: DA,Hard,O,100212846,100256058
6.0,Q1,W,"SAKAGAWA, Hiroki",JPN,7-6(5) 6-2,AGL Loy Yang Traralgon Junior International,"SHI, Brian",USA,SHI,Brian,"Traralgon, Australia",13 Jan - 18 Jan 2018,Singles,Grade 1,Entry: DA,Hard,O,100285673,100256058
6.0,Q2,W,"WESTSTRATE, Lodewijk",NED,7-5 6-1,AGL Loy Yang Traralgon Junior International,"SHI, Brian",USA,SHI,Brian,"Traralgon, Australia",13 Jan - 18 Jan 2018,Singles,Grade 1,Entry: DA,Hard,O,100238092,100256058
6.0,64,L,"AJDUKOVIC, Duje",CRO,3-6 7-6(6) 1-6,AGL Loy Yang Traralgon Junior International,"SHI, Brian",USA,SHI,Brian,"Traralgon, Australia",13 Jan - 18 Jan 2018,Singles,Grade 1,Entry: DA,Hard,O,100210620,100256058
7.0,64,W,"ROYER, Valentin",FRA,6-1 6-1,Orange Bowl International Tennis Championship,"SHI, Brian",USA,SHI,Brian,"Plantation, USA",04 Dec - 10 Dec 2017,Singles,Grade A,Entry: DA,Clay,O,100282321,100256058
7.0,32,L,"PARK, Uisung",KOR,2-6 3-6,Orange Bowl International Tennis Championship,"SHI, Brian",USA,SHI,Brian,"Plantation, USA",04 Dec - 10 Dec 2017,Singles,Grade A,Entry: DA,Clay,O,100267649,100256058
8.0,64,W,"SEPULVEDA GARZA, Marcelo",MEX,6-4 6-3,Eddie Herr ITF,"SHI, Brian",USA,SHI,Brian,"Bradenton, FL, USA",27 Nov - 03 Dec 2017,Singles,Grade 1,Entry: DA,Clay,O,100264961,100256058
