eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
4.0,32,W,"SHEVCHENKO, Alexander",RUS,6-2 6-4,Alfa TI Cup 1,"WOODALL, William",USA,WOODALL,William,"Budapest, Hungary",22 May - 26 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100199048,100238803
4.0,16,W,"STORY, James",GBR,6-4 7-6(7),Alfa TI Cup 1,"WOODALL, William",USA,WOODALL,William,"Budapest, Hungary",22 May - 26 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100256154,100238803
4.0,QF,L,"ONCLIN, Gauthier",BEL,3-6 1-6,Alfa TI Cup 1,"WOODALL, William",USA,WOODALL,William,"Budapest, Hungary",22 May - 26 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100226793,100238803
5.0,32,W,"VOISIN, Emilien",FRA,7-6(15) 6-2,39. International Spring Bowl,"WOODALL, William",USA,WOODALL,William,"Mödling, Austria",15 May - 19 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100198047,100238803
5.0,16,L,"SCHLAGETER, Justin",GER,2-6 5-7,39. International Spring Bowl,"WOODALL, William",USA,WOODALL,William,"Mödling, Austria",15 May - 19 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100228638,100238803
6.0,32,W,"TORRES, Juan Bautista",ARG,6-3 6-1,PANACEO ITF Junior Cup 2018,"WOODALL, William",USA,WOODALL,William,"Villach, Austria",08 May - 12 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100335193,100238803
6.0,16,L,"NEUMAYER, Lukas",AUT,2-6 2-6,PANACEO ITF Junior Cup 2018,"WOODALL, William",USA,WOODALL,William,"Villach, Austria",08 May - 12 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100254287,100238803
7.0,32,W,"SCHOMMER, Fred Olivier",GER,6-1 6-0,C.O. Williams Barbados Junior International 2018,"WOODALL, William",USA,WOODALL,William,"St Michael, Barbados",16 Apr - 21 Apr 2018,Singles,Grade 4,Entry: WC,Hard,O,100232003,100238803
7.0,16,W,"SVOBODA, Jakub",CZE,6-3 6-1,C.O. Williams Barbados Junior International 2018,"WOODALL, William",USA,WOODALL,William,"St Michael, Barbados",16 Apr - 21 Apr 2018,Singles,Grade 4,Entry: WC,Hard,O,100356272,100238803
7.0,QF,W,"HARPER, Cleeve",CAN,4-6 6-3 6-2,C.O. Williams Barbados Junior International 2018,"WOODALL, William",USA,WOODALL,William,"St Michael, Barbados",16 Apr - 21 Apr 2018,Singles,Grade 4,Entry: WC,Hard,O,100311960,100238803
