eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
1.0,32,W,"SHARRMA, Sacchitt",IND,3-6 6-3 6-2,Smash Academy  ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",10 Sep - 14 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100283592,100203943
1.0,16,W,"BLEKHER, Gleb",CAN,4-6 6-3 6-0,Smash Academy  ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",10 Sep - 14 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100271712,100203943
1.0,QF,L,"RUNE, Holger Vitus Nodskov",DEN,6-4 0-6 6-7(5),Smash Academy  ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",10 Sep - 14 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100254993,100203943
2.0,32,W,"YOSHIMURA, Daiki",JPN,6-2 6-3,Al-Solaimaneyah ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",03 Sep - 07 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100257736,100203943
2.0,16,W,"SHAH, Mann",IND,6-1 6-2,Al-Solaimaneyah ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",03 Sep - 07 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100278772,100203943
2.0,QF,W,"COULIBALY, Eliakim",CIV,6-1 3-6 6-0,Al-Solaimaneyah ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",03 Sep - 07 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100331635,100203943
2.0,SF,W,"HERMAN , Louis",BEL,6-4 6-2,Al-Solaimaneyah ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",03 Sep - 07 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100234942,100203943
2.0,FR,L,"ONCLIN, Gauthier",BEL,1-6 0-4 RET,Al-Solaimaneyah ITF Junior Tournament,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Cairo, Egypt",03 Sep - 07 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100226793,100203943
3.0,32,W,"THOMSON, Connor",GBR,6-3 6-7(5) 6-1,Alfa TI Cup 2,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Budapest, Hungary",28 Aug - 01 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100259938,100203943
3.0,16,L,"GONZALEZ FERNANDEZ, Mario",ESP,4-6 6-7(2),Alfa TI Cup 2,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Budapest, Hungary",28 Aug - 01 Sep 2018,Singles,Grade 2,Entry: DA,Clay,O,100318556,100203943
4.0,32,W,"TACZALA, Dawid",POL,6-2 6-2,Budaors Cup,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Budaors, Hungary",21 Aug - 25 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100252405,100203943
4.0,16,W,"JUHAS, Kristijan",SRB,6-4 6-2,Budaors Cup,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Budaors, Hungary",21 Aug - 25 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100234384,100203943
4.0,QF,W,"WISKANDT, Max",GER,6-3 6-1,Budaors Cup,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Budaors, Hungary",21 Aug - 25 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100258634,100203943
4.0,SF,W,"YUNCHAOKETE, Bu",CHN,6-1 6-3,Budaors Cup,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Budaors, Hungary",21 Aug - 25 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100287473,100203943
4.0,FR,W,"GIMENO VALERO , Carlos",ESP,2-6 6-3 6-1,Budaors Cup,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Budaors, Hungary",21 Aug - 25 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100239859,100203943
5.0,64,L,"HERMAN , Louis",BEL,6-2 6-7(0) 3-6,2018 European Junior Championships,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Klosters, Switzerland",23 Jul - 29 Jul 2018,Singles,Grade B1,Entry: DA,Clay,O,100234942,100203943
6.0,Q1,W,"WOODALL, William",USA,6-1 5-7 6-4,"The Junior Championships, Wimbledon","IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Wimbledon, Great Britain",07 Jul - 15 Jul 2018,Singles,Grade A,Entry: DA,Grass,O,100238803,100203943
6.0,Q2,W,"FOMIN, Sergey",UZB,6-3 6-4,"The Junior Championships, Wimbledon","IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Wimbledon, Great Britain",07 Jul - 15 Jul 2018,Singles,Grade A,Entry: DA,Grass,O,100232794,100203943
6.0,64,L,"BAIRD, Drew",USA,4-6 6-4 4-6,"The Junior Championships, Wimbledon","IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Wimbledon, Great Britain",07 Jul - 15 Jul 2018,Singles,Grade A,Entry: DA,Grass,O,100289396,100203943
8.0,64,W,"MIKULA, Michal",POL,6-4 6-4,Allianz Kundler German Juniors supported by OPTIMAL SYSTEMS,"IVANOV, Simon Anthony",BUL,IVANOV,Simon Anthony,"Berlin, Germany",19 Jun - 24 Jun 2018,Singles,Grade 1,Entry: DA,Clay,O,100280358,100203943
