eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
1.0,32,L,"JOHNSON, Connor",AUS,1-6 4-6,Australian Winter International,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Sydney, Australia",22 Aug - 26 Aug 2018,Singles,Grade 3,Entry: DA,Hard,O,100284962,100252562
2.0,32,W,"SONTON , Haru",AUS,6-3 4-6 6-4,Mapei Gold Coast Junior International,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Gold Coast, Australia",18 Jul - 22 Jul 2018,Singles,Grade 4,Entry: DA,Hard,O,100330707,100252562
2.0,16,W,"KMET, Dario",AUS,6-7(7) 6-4 6-4,Mapei Gold Coast Junior International,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Gold Coast, Australia",18 Jul - 22 Jul 2018,Singles,Grade 4,Entry: DA,Hard,O,100316952,100252562
2.0,QF,L,"SCHOOLKATE, Tristan",AUS,2-6 6-4 2-6,Mapei Gold Coast Junior International,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Gold Coast, Australia",18 Jul - 22 Jul 2018,Singles,Grade 4,Entry: DA,Hard,O,100259233,100252562
3.0,32,W,"HANN, Will",AUS,6-2 7-6(2),Rod Laver Queensland Junior Championships,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Tennyson, Australia",11 Jul - 15 Jul 2018,Singles,Grade 4,Entry: DA,Hard,O,100318679,100252562
3.0,16,W,"LI, Hanwen",CHN,6-7(3) 6-3 6-3,Rod Laver Queensland Junior Championships,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Tennyson, Australia",11 Jul - 15 Jul 2018,Singles,Grade 4,Entry: DA,Hard,O,100332336,100252562
3.0,QF,W,"DONG, Chen",AUS,6-3 3-0 RET,Rod Laver Queensland Junior Championships,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Tennyson, Australia",11 Jul - 15 Jul 2018,Singles,Grade 4,Entry: DA,Hard,O,100326681,100252562
3.0,SF,L,"CRNOKRAK, Alexander",AUS,0-6 4-6,Rod Laver Queensland Junior Championships,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Tennyson, Australia",11 Jul - 15 Jul 2018,Singles,Grade 4,Entry: DA,Hard,O,100235357,100252562
4.0,32,L,"LIU, Shaoyun",CHN,6-1 5-7 1-6,China Junior 12,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Shanghai, China, P.R.",03 Jul - 07 Jul 2018,Singles,Grade 2,Entry: DA,Hard,I,100289494,100252562
5.0,32,W,"PAVESKA, Daniel",AUS,7-6(7) 6-2,Nicholas Lynch Real Estate Victorian Junior International,"LYE, Ethan Kai Xin",SGP,LYE,Ethan Kai Xin,"Melbourne, Australia",24 Apr - 28 Apr 2018,Singles,Grade 4,Entry: DA,Clay,O,100324984,100252562
