eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
1.0,Q1,W,"BANTHIA, Siddhant",IND,6-3 6-3,US Open Junior Tennis Championships,"NEFVE, Axel",USA,NEFVE,Axel,"New York, USA",02 Sep - 09 Sep 2018,Singles,Grade A,Entry: WC,Hard,O,100260749,100265965
1.0,Q2,W,"GREVELIUS, Erik",SWE,6-3 6-2,US Open Junior Tennis Championships,"NEFVE, Axel",USA,NEFVE,Axel,"New York, USA",02 Sep - 09 Sep 2018,Singles,Grade A,Entry: WC,Hard,O,100200121,100265965
1.0,64,L,"BOVY, Arnaud",BEL,4-6 5-7,US Open Junior Tennis Championships,"NEFVE, Axel",USA,NEFVE,Axel,"New York, USA",02 Sep - 09 Sep 2018,Singles,Grade A,Entry: WC,Hard,O,100206746,100265965
2.0,64,L,"ALCARAZ GARFIA, Carlos",ESP,6-7(1) 2-6,"54th Astrid Bowl Charleroi, Belgian International Junior Championships","NEFVE, Axel",USA,NEFVE,Axel,"Charleroi-Marcinelle, Belgium",28 May - 02 Jun 2018,Singles,Grade 1,Entry: DA,Clay,O,100274672,100265965
3.0,32,W,"VANSHELBOIM, Eric",UKR,6-2 6-4,Alfa TI Cup 1,"NEFVE, Axel",USA,NEFVE,Axel,"Budapest, Hungary",22 May - 26 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100209981,100265965
3.0,16,L,"TACCHI, Luciano",ARG,6-3 1-6 3-6,Alfa TI Cup 1,"NEFVE, Axel",USA,NEFVE,Axel,"Budapest, Hungary",22 May - 26 May 2018,Singles,Grade 2,Entry: DA,Clay,O,100313465,100265965
4.0,64,W,"JIMENEZ, Jorge",COL,6-1 6-1,Plantation ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Plantation, USA",14 May - 19 May 2018,Singles,Grade 4,Entry: WC,Clay,O,100316032,100265965
4.0,32,L,"SYDOW, Patrick",ARU,5-7 5-6 RET,Plantation ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Plantation, USA",14 May - 19 May 2018,Singles,Grade 4,Entry: WC,Clay,O,100260589,100265965
5.0,64,W,"MCKENNON, Maxwell",USA,6-0 6-3,Delray Beach ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Delray Beach, FL, USA",30 Apr - 05 May 2018,Singles,Grade 4,Entry: DA,Clay,O,100328633,100265965
5.0,32,W,"BRESLAW, Dylan",USA,6-1 6-0,Delray Beach ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Delray Beach, FL, USA",30 Apr - 05 May 2018,Singles,Grade 4,Entry: DA,Clay,O,100320843,100265965
5.0,16,W,"BRASWELL, Micah",USA,6-1 6-0,Delray Beach ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Delray Beach, FL, USA",30 Apr - 05 May 2018,Singles,Grade 4,Entry: DA,Clay,O,100368241,100265965
5.0,QF,W,"WHITAKER, Spencer",USA,6-0 6-0,Delray Beach ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Delray Beach, FL, USA",30 Apr - 05 May 2018,Singles,Grade 4,Entry: DA,Clay,O,100297442,100265965
5.0,SF,W,"HARPER, Cleeve",CAN,6-3 1-6 6-1,Delray Beach ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Delray Beach, FL, USA",30 Apr - 05 May 2018,Singles,Grade 4,Entry: DA,Clay,O,100311960,100265965
5.0,FR,L,"ALSHON, Christian",USA,6-2 4-6 2-6,Delray Beach ITF,"NEFVE, Axel",USA,NEFVE,Axel,"Delray Beach, FL, USA",30 Apr - 05 May 2018,Singles,Grade 4,Entry: DA,Clay,O,100283718,100265965
6.0,64,L,"LEE, Alexander",USA,6-3 3-6 6-7(8),International Spring Championships,"NEFVE, Axel",USA,NEFVE,Axel,"Carson, USA",02 Apr - 08 Apr 2018,Singles,Grade 1,Entry: DA,Hard,O,100327558,100265965
7.0,64,L,"LEUSTIAN, Stefan",USA,7-6(4) 3-6 1-6,Easter Bowl Championships (Closed),"NEFVE, Axel",USA,NEFVE,Axel,"Palm Springs, USA",26 Mar - 01 Apr 2018,Singles,Grade B1,Entry: DA,Hard,O,100308411,100265965
8.0,32,W,"CRESPO PIEDRA, Rodrigo",CRC,6-2 6-4,Costa Rica Bowl,"NEFVE, Axel",USA,NEFVE,Axel,"San Jose, Costa Rica",05 Mar - 10 Mar 2018,Singles,Grade 3,Entry: DA,Hard,O,100312487,100265965
