eventNumber,eventRound,eventResults,eventOpponent,eventOpponentCountry,eventScore,eventName,playerName,playerCountry,playerLast,playerFirst,eventVenue,eventDates,eventCategory,eventGrade,eventEntry,eventSurface,eventIndoorOutdoor,eventOpponentID,player_ID
1.0,64,L,"VIRTANEN, Otto",FIN,7-5 5-7 5-7,US Open Junior Tennis Championships,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"New York, USA",02 Sep - 09 Sep 2018,Singles,Grade A,Entry: DA,Hard,O,100223021,100210092
2.0,64,W,"CAZAUX, Arthur",FRA,6-4 6-2,Les Internationaux de Tennis Junior Banque Nationale du Canada,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Repentigny, Canada",26 Aug - 01 Sep 2018,Singles,Grade 1,Entry: DA,Hard,O,100254266,100210092
2.0,32,W,"BAIRD, Drew",USA,6-3 6-2,Les Internationaux de Tennis Junior Banque Nationale du Canada,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Repentigny, Canada",26 Aug - 01 Sep 2018,Singles,Grade 1,Entry: DA,Hard,O,100289396,100210092
2.0,16,W,"SVRCINA, Dalibor",CZE,6-3 6-3,Les Internationaux de Tennis Junior Banque Nationale du Canada,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Repentigny, Canada",26 Aug - 01 Sep 2018,Singles,Grade 1,Entry: DA,Hard,O,100262047,100210092
2.0,QF,L,"ICHIKAWA, Taisei",JPN,4-6 2-6,Les Internationaux de Tennis Junior Banque Nationale du Canada,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Repentigny, Canada",26 Aug - 01 Sep 2018,Singles,Grade 1,Entry: DA,Hard,O,100263724,100210092
3.0,32,W,"STRICKER, Dominic Stephan",SUI,5-7 6-2 6-0,FROMM Swiss Junior Trophy Sommer,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Oberentfelden, Switzerland",01 Aug - 05 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100252640,100210092
3.0,16,W,"PASSARO, Francesco",ITA,6-3 6-4,FROMM Swiss Junior Trophy Sommer,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Oberentfelden, Switzerland",01 Aug - 05 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100231513,100210092
3.0,QF,W,"WESTSTRATE, Lodewijk",NED,6-2 6-3,FROMM Swiss Junior Trophy Sommer,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Oberentfelden, Switzerland",01 Aug - 05 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100238092,100210092
3.0,SF,L,"DROGUET, Titouan",FRA,6-7(5) 2-6,FROMM Swiss Junior Trophy Sommer,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Oberentfelden, Switzerland",01 Aug - 05 Aug 2018,Singles,Grade 2,Entry: DA,Clay,O,100225211,100210092
4.0,64,W,"PULJIC , Luka",BIH,6-3 6-2,2018 European Junior Championships,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Klosters, Switzerland",23 Jul - 29 Jul 2018,Singles,Grade B1,Entry: DA,Clay,O,100256030,100210092
4.0,32,W,"EMESZ, Benedikt",AUT,6-7(2) 6-0 6-0,2018 European Junior Championships,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Klosters, Switzerland",23 Jul - 29 Jul 2018,Singles,Grade B1,Entry: DA,Clay,O,100228965,100210092
4.0,16,L,"MARTINEZ, Alex",ESP,6-4 5-7 1-6,2018 European Junior Championships,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Klosters, Switzerland",23 Jul - 29 Jul 2018,Singles,Grade B1,Entry: DA,Clay,O,100291142,100210092
5.0,64,W,"TABUR, Clement",FRA,6-4 7-6(6),"The Junior Championships, Wimbledon","MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Wimbledon, Great Britain",07 Jul - 15 Jul 2018,Singles,Grade A,Entry: WC,Grass,O,100198334,100210092
5.0,32,W,"WASSERMANN, Deney",NED,5-7 6-4 7-5,"The Junior Championships, Wimbledon","MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Wimbledon, Great Britain",07 Jul - 15 Jul 2018,Singles,Grade A,Entry: WC,Grass,O,100256175,100210092
5.0,16,W,"VIRTANEN, Otto",FIN,6-1 6-3,"The Junior Championships, Wimbledon","MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Wimbledon, Great Britain",07 Jul - 15 Jul 2018,Singles,Grade A,Entry: WC,Grass,O,100223021,100210092
5.0,QF,L,"MU, Tao",CHN,5-7 1-6,"The Junior Championships, Wimbledon","MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Wimbledon, Great Britain",07 Jul - 15 Jul 2018,Singles,Grade A,Entry: WC,Grass,O,100271084,100210092
6.0,64,W,"TSENG, Chun Hsin",TPE,4-5 RET,Junior International Roehampton,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Roehampton, Great Britain",01 Jul - 06 Jul 2018,Singles,Grade 1,Entry: WC,Grass,O,100274778,100210092
6.0,32,L,"HILDERBRAND, Trey",USA,3-6 4-6,Junior International Roehampton,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Roehampton, Great Britain",01 Jul - 06 Jul 2018,Singles,Grade 1,Entry: WC,Grass,O,100266403,100210092
7.0,64,W,"OZOLINS , Karlis",LAT,3-6 6-1 7-6(2),Allianz Kundler German Juniors supported by OPTIMAL SYSTEMS,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Berlin, Germany",19 Jun - 24 Jun 2018,Singles,Grade 1,Entry: DA,Clay,O,100236393,100210092
7.0,32,L,"ARANZABAL, Mikel",ESP,3-6 3-6,Allianz Kundler German Juniors supported by OPTIMAL SYSTEMS,"MATUSEVICH, Anton",GBR,MATUSEVICH,Anton,"Berlin, Germany",19 Jun - 24 Jun 2018,Singles,Grade 1,Entry: DA,Clay,O,100252077,100210092
